Project, Version, Budget, Suite, RelBudget, Test count, APFD, APFDf, TTFF, pTTFF, Misses, Hit, HitCount
Chart, 20, 10%, Fastazi-S, 0.006024096385542168, 2.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 10%, Fastazi-P, 0.006024096385542168, 2.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 10%, Random, 0.006024096385542168, 2.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 20%, Ekstazi+random, 0.012048192771084336, 4.0, 0.125, 0.19909638554216866, NA, NA, 24, 0, 6
Chart, 20, 20%, FAST-pw, 0.012048192771084336, 4.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 20%, Fastazi-S, 0.012048192771084336, 4.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 20%, Fastazi-P, 0.012048192771084336, 4.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 20%, Random, 0.012048192771084336, 4.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 25%, Ekstazi+random, 0.015060240963855427, 5.0, 0.14333333333333334, 0.23197791164658635, NA, NA, 23, 0, 7
Chart, 20, 25%, FAST-pw, 0.015060240963855427, 5.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 25%, Fastazi-S, 0.015060240963855427, 5.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 25%, Fastazi-P, 0.015060240963855427, 5.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 25%, Random, 0.015060240963855427, 5.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 30%, Ekstazi+random, 0.018072289156626505, 6.0, 0.16388888888888886, 0.2975401606425703, NA, NA, 21, 0, 9
Chart, 20, 30%, FAST-pw, 0.018072289156626505, 6.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 30%, Fastazi-S, 0.018072289156626505, 6.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 30%, Fastazi-P, 0.018072289156626505, 6.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 30%, Random, 0.018072289156626505, 6.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 40%, Ekstazi+random, 0.02710843373493976, 9.0, 0.2462962962962963, 0.4931224899598394, NA, NA, 15, 0, 15
Chart, 20, 40%, FAST-pw, 0.02710843373493976, 9.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 40%, Fastazi-S, 0.02710843373493976, 9.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 40%, Fastazi-P, 0.02710843373493976, 9.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 40%, Random, 0.02710843373493976, 9.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 50%, Ekstazi+random, 0.033132530120481916, 11.0, 0.30606060606060603, 0.5902610441767068, NA, NA, 12, 0, 18
Chart, 20, 50%, FAST-pw, 0.033132530120481916, 11.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 50%, Fastazi-S, 0.033132530120481916, 11.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 50%, Fastazi-P, 0.033132530120481916, 11.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 50%, Random, 0.033132530120481916, 11.0, 0.0, 0.0, NA, NA, 30, 0, 0
Chart, 20, 60%, Ekstazi+random, 0.03915662650602412, 13.0, 0.35769230769230764, 0.6865963855421687, NA, NA, 9, 0, 21
Chart, 20, 60%, FAST-pw, 0.03915662650602412, 13.0, 0.0, 0.0, NA, NA, 30, 0, 0
