Project,Version,Suite,Test count,APFD,APFDf,TTFF,pTTFF,Misses,Hit,HitCount
Chart,13,Random,327.0,0.6804281345565747,0.6804281345565747,105.0,0.32110091743119273,0,1,30
Chart,14,Ekstazi+random,81.0,0.5106995884773664,0.8791666666666667,40.13333333333333,0.12235772357723575,0,1,30
Chart,14,FAST-pw,328.0,0.455792682926829,0.455792682926829,179.0,0.5457317073170729,0,1,30
Chart,14,Fastazi-S,81.0,0.25308641975308627,0.8155487804878053,61.0,0.18597560975609748,0,1,30
Chart,14,Fastazi-P,81.0,0.5617283950617282,0.8917682926829266,36.0,0.10975609756097568,0,1,30
Chart,14,Random,328.0,0.5366869918699186,0.5366869918699186,152.46666666666667,0.4648373983739837,0,1,30
Chart,15,Ekstazi+random,136.0,0.6480392156862745,0.8545086119554206,48.36666666666667,0.14701114488348535,0,1,30
Chart,15,FAST-pw,329.0,0.33586626139817644,0.33586626139817644,219.0,0.6656534954407293,0,1,30
Chart,15,Fastazi-S,136.0,0.48161764705882376,0.7857142857142857,71.0,0.21580547112461998,0,1,30
Chart,15,Fastazi-P,136.0,0.40073529411764686,0.7522796352583586,82.0,0.24924012158054704,0,1,30
Chart,15,Random,329.0,0.4697061803444783,0.4697061803444783,174.96666666666667,0.5318135764944276,0,1,30
Chart,16,Ekstazi+random,193.0,0.41243523316062175,0.6563636363636364,113.9,0.34515151515151515,0,1,30
Chart,16,FAST-pw,330.0,0.1954545454545454,0.1954545454545454,266.0,0.8060606060606058,0,1,30
Chart,16,Fastazi-S,193.0,0.29792746113989643,0.5893939393939397,136.0,0.4121212121212121,0,1,30
Chart,16,Fastazi-P,193.0,0.28756476683937826,0.5833333333333335,138.0,0.41818181818181804,0,1,30
Chart,16,Random,330.0,0.4152525252525253,0.4152525252525253,193.46666666666667,0.5862626262626264,0,1,30
Chart,17,Ekstazi+random,70.0,0.5147619047619046,0.8976907630522089,34.46666666666667,0.1038152610441767,0,1,30
Chart,17,FAST-pw,332.0,0.18524096385542158,0.18524096385542158,271.0,0.8162650602409645,0,1,30
Chart,17,Fastazi-S,70.0,0.25,0.8418674698795175,53.0,0.15963855421686732,0,1,30
Chart,17,Fastazi-P,70.0,0.307142857142857,0.8539156626506027,49.0,0.14759036144578314,0,1,30
Chart,17,Random,332.0,0.3993975903614458,0.3993975903614458,199.9,0.6021084337349397,0,1,30
Chart,18,Ekstazi+random,42.0,0.46904761904761905,0.9328313253012048,22.8,0.06867469879518073,0,1,30
Chart,18,FAST-pw,332.0,0.26656626506024117,0.26656626506024117,244.0,0.7349397590361447,0,1,30
Chart,18,Fastazi-S,42.0,0.9166666666666671,0.9894578313253007,4.0,0.012048192771084336,0,1,30
Chart,18,Fastazi-P,42.0,0.464285714285714,0.932228915662651,23.0,0.06927710843373493,0,1,30
Chart,18,Random,332.0,0.5252008032128513,0.5252008032128513,158.13333333333333,0.47630522088353416,0,1,30
Chart,19,Ekstazi+random,39.0,0.4641025641025641,0.9370481927710844,21.4,0.0644578313253012,0,1,30
Chart,19,FAST-pw,332.0,0.9954819277108439,0.9954819277108439,2.0,0.006024096385542168,0,1,30
Chart,19,Fastazi-S,39.0,0.9615384615384609,0.9954819277108439,2.0,0.006024096385542168,0,1,30
Chart,19,Fastazi-P,39.0,0.9871794871794864,0.998493975903614,1.0,0.003012048192771084,0,1,30
Chart,19,Random,332.0,0.527008032128514,0.527008032128514,157.53333333333333,0.47449799196787146,0,1,30
Chart,20,Ekstazi+random,23.0,0.5768115942028987,0.970682730923695,10.233333333333333,0.030823293172690766,0,1,30
Chart,20,FAST-pw,332.0,0.20331325301204822,0.20331325301204822,265.0,0.7981927710843377,0,1,30
Chart,20,Fastazi-S,23.0,0.3695652173913045,0.9563253012048197,15.0,0.045180722891566244,0,1,30
Chart,20,Fastazi-P,23.0,0.15217391304347838,0.9412650602409646,20.0,0.06024096385542171,0,1,30
Chart,20,Random,332.0,0.44779116465863456,0.44779116465863456,183.83333333333334,0.553714859437751,0,1,30
Chart,21,Ekstazi+random,171.0,0.5323586744639377,0.7620039682539682,80.46666666666667,0.23948412698412694,0,1,30
Chart,21,FAST-pw,336.0,0.8883928571428574,0.8883928571428574,38.0,0.11309523809523812,0,1,30
Chart,21,Fastazi-S,171.0,0.9152046783625735,0.9568452380952375,15.0,0.04464285714285714,0,1,30
Chart,21,Fastazi-P,171.0,0.885964912280702,0.9419642857142854,20.0,0.05952380952380953,0,1,30
Chart,21,Random,336.0,0.535515873015873,0.535515873015873,156.56666666666666,0.4659722222222221,0,1,30
Chart,22,Ekstazi+random,326.0,0.520961145194274,0.5512452107279694,156.66666666666666,0.45019157088122597,0,1,30
Chart,22,FAST-pw,348.0,0.42672413793103436,0.42672413793103436,200.0,0.5747126436781612,0,1,30
Chart,22,Fastazi-S,326.0,0.42791411042944805,0.46408045977011486,187.0,0.5373563218390806,0,1,30
Chart,22,Fastazi-P,326.0,0.42791411042944805,0.46408045977011486,187.0,0.5373563218390806,0,1,30
Chart,22,Random,348.0,0.4795977011494252,0.4795977011494252,181.6,0.52183908045977,0,1,30
Chart,23,Ekstazi+random,316.0,0.8811181434599156,0.8965105601469238,38.06666666666667,0.1048668503213958,0,1,30
Chart,23,FAST-pw,363.0,0.8443526170798894,0.8443526170798894,57.0,0.15702479338842976,0,1,30
Chart,23,Fastazi-S,316.0,0.8401898734177211,0.8608815426997249,51.0,0.14049586776859513,0,1,30
Chart,23,Fastazi-P,316.0,0.8401898734177211,0.8608815426997249,51.0,0.14049586776859513,0,1,30
Chart,23,Random,363.0,0.8897153351698803,0.8897153351698803,40.53333333333333,0.11166207529843895,0,1,30
